License No,Agency Name,Name of the Proprietor,Status,License Eeffective Date,License Renew Date,License Exp Date,Division,District,Thana
0000687,"Bangla Air Services BD","Nipa Monalisa","License expired","08-Nov-2016","08-Nov-2022","07-Nov-2025","Dhaka","DHAKA","GULSHAN"
0000848,"Al Siraj Travels","Errol Gomes","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","GULSHAN"
0009164,"Bangladesh Tourism Corporation","Mohammad Abdul Malek","License expired","11-Feb-2018","11-Feb-2018","10-Feb-2021","Dhaka","DHAKA","GULSHAN"
0006806,"Ishurdi Travel And Tourism","Md. Mofazzal Hossen","License expired","15-Feb-2018","14-Feb-2021","14-Feb-2021","Dhaka","DHAKA","GULSHAN"
0006152,"Travel Smart Limited","Mohammad Ehtesamul Haque","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","GULSHAN"
0006114,"T S Aviation","Mohammad Saymozzaman","License expired","16-Jul-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","GULSHAN"
0009038,"Live Tone Limited","Mizanur Rahman","License expired","11-Jan-2018","11-Jan-2021","10-Jan-2024","Dhaka","DHAKA","GULSHAN"
0006004,"Travel Times Limited","Mohammed Julfikar Ali","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","GULSHAN"
0003571,"Jamuna Travels","Md. Belayet Hossen","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","GULSHAN"
0013890,"Shamsair Holidays International Ltd","Md. Nuruddin Buiyan","License expired","08-Nov-2022",,"07-Nov-2025","Dhaka","DHAKA","GULSHAN"
0012998,"NORTHERN AVIATION SERVICES","Kazi Shah Muzakker Ahmadul Hoque Ishmam","License expired","31-Mar-2021",,"30-Mar-2024","Dhaka","DHAKA","GULSHAN"
0013049,"Pavilion Sky Tours & Travels Ltd.","S.M Mahabubur Rahman","License expired","16-Jun-2021",,"15-Jun-2024","Dhaka","DHAKA","GULSHAN"
0013022,"Asia Adventure Pvt. Ltd.","Farhad Hossain","License expired","02-May-2021",,"01-May-2024","Dhaka","DHAKA","GULSHAN"
0013066,"M M HARAM INTERNATIONAL LTD","Rezaul Sarder Mamun ","License expired","23-Jun-2021",,"22-Jun-2024","Dhaka","DHAKA","GULSHAN"
0013014,"SMART BD TRAVEL & TOURS LTD.","Md. Abul Kashem","License expired","27-Apr-2021",,"26-Apr-2024","Dhaka","DHAKA","GULSHAN"
0013554,"Alnajaha International Limited","Rabaya Khatun Jhuma","License expired","08-Jun-2022",,"07-Jun-2025","Dhaka","DHAKA","GULSHAN"
0013267,"HBR Travels AND Tours Limited","Md. Ataharul Islam","License expired","02-Jan-2022",,"01-Jan-2025","Dhaka","DHAKA","GULSHAN"
0013199,"HRM Travels & Tours","Abdul Hamid","License expired","04-Nov-2021",,"03-Nov-2024","Dhaka","DHAKA","GULSHAN"
0013214,"Dhaka National Air Travel Agency & Cargo Bangladesh","Abrar Mahmud","License expired","29-Nov-2021",,"28-Nov-2024","Dhaka","DHAKA","GULSHAN"
0013270,"Arhan Tours & Travels","Mohammad Shahin","License expired","04-Jan-2022",,"03-Jan-2025","Dhaka","DHAKA","GULSHAN"
0013619,"ABABIL AIR TRAVELS LTD","AMENA AKTER","License expired","07-Jul-2022",,"06-Jul-2025","Dhaka","DHAKA","GULSHAN"
0013266,"Irtihal International Travel Agency","Md. Anichur Rahaman","License expired","02-Jan-2022",,"01-Jan-2025","Dhaka","DHAKA","GULSHAN"
0013332,"Misripur Air Tours & Travels","Md. Abdul Kayum Polash","License expired","01-Feb-2022",,"31-Jan-2025","Dhaka","DHAKA","GULSHAN"
0013896,"Patwary Management Corporation DBA Ten Sents Travel & Tours","Md. Monir Patwary","License expired","10-Nov-2022",,"09-Nov-2025","Dhaka","DHAKA","GULSHAN"
0013349,"Sureseba.com ltd","Zulkar Nain","License expired","20-Feb-2022",,"19-Feb-2025","Dhaka","DHAKA","GULSHAN"
0013508,"Target Travel Agency","Md. Aktaruzzaman Bashir","License expired","22-May-2022",,"21-May-2025","Dhaka","DHAKA","GULSHAN"
0013548,"Psyche Enterprise","Mohammad Selim Hossain","License expired","07-Jun-2022",,"06-Jun-2025","Dhaka","DHAKA","GULSHAN"
0013490,"Unity Overseas Limited","PORESH KUMAR ","License expired","27-Apr-2022",,"26-Apr-2025","Dhaka","DHAKA","GULSHAN"
0013471,"EHR BANGLADESH LIMITED","M. R. RASHID RANA","License expired","21-Apr-2022",,"20-Apr-2025","Dhaka","DHAKA","GULSHAN"
0013532,"Rio Trip Limited","Most. Moriom Nesa Boby","License expired","30-May-2022",,"29-May-2025","Dhaka","DHAKA","GULSHAN"
0013839,"Ahona Tour & Travels","Md. Zahirul  Huq","License expired","20-Oct-2022",,"19-Oct-2025","Dhaka","DHAKA","GULSHAN"
0013528,"TRAVEL CONSULT LIMITED","Muhammad Mostafizur Rahman","License expired","29-May-2022",,"28-May-2025","Dhaka","DHAKA","GULSHAN"
0013522,"Beg Holidays","Abu Umama Beg","License expired","25-May-2022",,"24-May-2025","Dhaka","DHAKA","GULSHAN"
0001836,"Safwan Air International","Mohd Billal Hossain Patwary","License expired","17-Jan-2018","17-Jan-2021","16-Jan-2024","Dhaka","DHAKA","HAZARIBAGH"
0013410,"R.Rahman Travel Agency","MASUDUR RAHMAN","License expired","30-Mar-2022",,"29-Mar-2025","Dhaka","DHAKA","HAZARIBAGH"
0001824,"Sheikh Shahin Hajj Kafela Travels International","Md Shamsul Alam Shahin ","License expired","28-Dec-2017","28-Dec-2020","27-Dec-2023","Dhaka","DHAKA","JATRABARI"
0006774,"Asha Jahan Tours Travels & Tourism","Mohammad Jahab Jeb Jitu","License expired","30-Nov-2016","30-Nov-2019","29-Nov-2022","Dhaka","DHAKA","KAFRUL"
0013431,"ZAMAL HAJJ KAFELA","MD JAMAL HOSSAIN","License expired","11-Apr-2022",,"10-Apr-2025","Dhaka","DHAKA","KAMRANGIR CHAR"
0000204,"F K Overseas","Md. Farouq Hossain Khan","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","KHILGAON"
0008160,"Radiant Travels Ltd.","Md. Jobayer Hossain","License expired","21-Dec-2015","21-Dec-2018","20-Dec-2021","Dhaka","DHAKA","KHILGAON"
0000609,"Bigman Tours and Travels","Md.Nazrul Islam Sikder","License expired","24-May-2018","24-May-2018","23-May-2021","Dhaka","DHAKA","KHILGAON"
0012091,"Maria Tours International","Muhammad Abu Nasir","License expired","14-Jun-2018","14-Jun-2021","13-Jun-2024","Dhaka","DHAKA","KHILGAON"
0007727,"Efraz International","Md. Elias Chowdhury","License expired","11-Feb-2018","11-Feb-2021","10-Feb-2024","Dhaka","DHAKA","KHILGAON"
0007049,"Albee International Ltd","Md. Zakaria","License expired","14-Dec-2017","14-Dec-2020","13-Dec-2023","Dhaka","DHAKA","KHILGAON"
0013176,"ABC Space Travels","Md. Hashem Ali Khan","License expired","25-Oct-2021",,"24-Oct-2024","Dhaka","DHAKA","KHILGAON"
0013195,"AAYAN TOURS & TRAVELS","Mohammed Shariful Mowla","License expired","01-Nov-2021",,"31-Oct-2024","Dhaka","DHAKA","KHILGAON"
0013325,"Travelizam Ltd.","Pavel Ahmed","License expired","01-Feb-2022",,"31-Jan-2025","Dhaka","DHAKA","KHILGAON"
0013241,"Sylhet Enterprise","M. R. Dalim","License expired","20-Dec-2021",,"19-Dec-2024","Dhaka","DHAKA","KHILGAON"
0013603,"RIJVI & MALIHA AIR INTERNATIONAL","MOHAMMAD REJAUL KARIM","License expired","30-Jun-2022",,"29-Jun-2025","Dhaka","DHAKA","KHILGAON"
0013355,"Jamuna Travels Agency","Md. Omar Faruk","License expired","24-Feb-2022",,"23-Feb-2025","Dhaka","DHAKA","KHILGAON"
0013623,"Fly Easy Global","MOHAMMAD GOLAM MOMIT","License expired","14-Jul-2022",,"13-Jul-2025","Dhaka","DHAKA","KHILGAON"
0001250,"Shafik\'s Overseas","SHAFIKUL ISLAM","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","KHILKHET"
0001812,"Sanjar Holidays","Merajee Nasim","License expired","27-Nov-2017","27-Nov-2020","26-Nov-2023","Dhaka","DHAKA","KHILKHET"
0009039,"Mehraj Haramain Travels","Mahmudul Hasan Mintu","License expired","15-Jan-2018","15-Jan-2021","14-Jan-2024","Dhaka","DHAKA","KHILKHET"
0013084,"Express Dotcom Limited","S. M. Syful","License expired","08-Jul-2021",,"07-Jul-2024","Dhaka","DHAKA","KHILKHET"
0013283,"Abrar Nuha Air Travels And Tours","Md. Sanowar Hossain","License expired","09-Jan-2022",,"08-Jan-2025","Dhaka","DHAKA","KHILKHET"
0001038,"Foysal Air International","Md. Alamgir Hossain","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","KERANIGANJ"
0006052,"Tamim Hajj Tours & Travels","S M Farhad Uddin","License expired","25-Aug-2018","25-Aug-2018","24-Aug-2021","Dhaka","DHAKA","KERANIGANJ"
0000391,"COMFORT  TRAVELS & TOURS","MD. FARUK HOSEN","License expired","01-Jan-2017","01-Jan-2017","21-Aug-2020","Dhaka","DHAKA","KERANIGANJ"
0013062,"Sky Journey & Tours Ltd.","Ruhul Amin","License expired","21-Jun-2021",,"20-Jun-2024","Dhaka","DHAKA","KERANIGANJ"
0005435,"Air Life International","SAIYED MOTAWAKKIL BILLAH RABBANI","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","KOTWALI"
0012056,"Sgi Tours and Travels","Khawja Md. Rashed","License expired","17-May-2018","17-May-2021","16-May-2024","Dhaka","DHAKA","KOTWALI"
0007193,"Welcome Overseas Limited","Habibur Rahman","License expired","15-Mar-2018","15-Mar-2021","14-Mar-2024","Dhaka","DHAKA","KOTWALI"
0013246,"M/S Scans International","Mohammad Saiful Hakim Molla","License expired","28-Dec-2021",,"27-Dec-2024","Dhaka","DHAKA","KOTWALI"
0009205,"Yara Travels","MD.ABDULLAH","License expired","14-Jul-2016","14-Jul-2022","13-Jul-2025","Sylhet","SYLHET","KOTWALI"
0007068,"A H R Travel","Anwar Hossain Rony","License expired","22-Mar-2018","22-Mar-2018","21-Mar-2021","Dhaka","DHAKA","LALBAGH"
0013044,"Next Aviation Limited","Rafiqul Bashar","License expired","15-Jun-2021",,"14-Jun-2024","Dhaka","DHAKA","LALBAGH"
0005412,"Al Thuraia Travel and Tourism","Firoz Kabir","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MIRPUR"
0000366,"Fuan Air International","Md Shafik uddin","License expired","02-May-2017","06-Apr-2015","01-May-2020","Dhaka","DHAKA","MIRPUR"
0008170,"Rana Tours & Travels","Lokman Ahmed Rana","License expired","15-Feb-2016","15-Feb-2022","14-Feb-2025","Dhaka","DHAKA","MIRPUR"
0008173,"Yes Travels","MD ROBIUL ALAM","License expired","02-Mar-2016","02-Mar-2019","01-Mar-2022","Dhaka","DHAKA","MIRPUR"
0008202,"R.M Tours and Travels","Kaiser Ahmed","License expired","22-Sep-2016","22-Sep-2019","21-Sep-2022","Dhaka","DHAKA","MIRPUR"
0001427,"Shaker Hajj Kafela and Travels","H m m m omahahabibur Rahman","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MIRPUR"
0000009,"Star World Travel","shahidul Islam","License expired","25-May-2018","25-May-2018","24-May-2021","Dhaka","DHAKA","MIRPUR"
0006640,"New Air Bangladesh","Abdul Alim Bhuiyan","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MIRPUR"
0006432,"Natasha Travels","Mohammed Anisur Rahman","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MIRPUR"
0012197,"Rimjim Tours & Travel","Mst. Nasima Khatun","License expired","26-Sep-2018","26-Sep-2021","25-Sep-2024","Dhaka","DHAKA","MIRPUR"
0012247,"Bismillah Air Safar","Faisal Farid","License expired","30-Oct-2018","30-Oct-2021","29-Oct-2024","Dhaka","DHAKA","MIRPUR"
0021381,"Dhanshiri Air Travels Limited.","Muhammad Motiur Rahman","License expired","06-Feb-2019","06-Feb-2022","05-Feb-2025","Dhaka","DHAKA","MIRPUR"
0013840,"Genuine Link Tours & Travels Ltd.","Abu Hanif","License expired","23-Oct-2022",,"22-Oct-2025","Dhaka","DHAKA","MIRPUR"
0007732,"Dream Way Tours","Md Jahangir Alam","License expired","19-Feb-2018","19-Feb-2018","18-Feb-2021","Dhaka","DHAKA","MIRPUR"
0009162,"Billal Travels & Tours","Md. Billal Hossain","License expired","01-Feb-2018","01-Feb-2018","31-Jan-2021","Dhaka","DHAKA","MIRPUR"
0013534,"Meraj Travels","Mohammed Enamul Hoque","License expired","31-May-2022",,"30-May-2025","Dhaka","DHAKA","MIRPUR"
0013582,"Arvi Hajj Travels","Md Khalequzzaman Hira","License expired","23-Jun-2022",,"22-Jun-2025","Dhaka","DHAKA","MIRPUR"
0004637,"Fly BD Tours & Travels","Md Tanvir Anam","License expired","09-Mar-2015","08-Mar-2018","07-Mar-2021","Dhaka","DHAKA","MOHAMMADPUR"
0000650,"Belo Horizonte","Abu Noim Md. Ashifur Rahman","License expired","17-Dec-2015","17-Dec-2018","16-Dec-2021","Dhaka","DHAKA","MOHAMMADPUR"
0007736,"Doctors Tours & Travel","Md. Mamun-or-Roshid","License expired","18-Mar-2018","18-Mar-2018","17-Mar-2021","Dhaka","DHAKA","MOHAMMADPUR"
0007722,"GANI AIR TRAVELS & TOURS","Md. Hasibul islam","License expired","29-Jan-2018","29-Jan-2018","28-Jan-2021","Dhaka","DHAKA","MOHAMMADPUR"
0013399,"BEST FLIGHT","MD. NURUL ABSAR AHMED","License expired","27-Mar-2022",,"26-Mar-2025","Dhaka","DHAKA","MOHAMMADPUR"
0013085,"World Flight Centre","Md. Shofiqul Islam","License expired","08-Jul-2021",,"07-Jul-2024","Dhaka","DHAKA","MOHAMMADPUR"
0013354,"GLOBAL HOLIDAYS AND TOURS LTD.","Most. Sumiya Aziz","License expired","24-Feb-2022",,"23-Feb-2025","Dhaka","DHAKA","MOHAMMADPUR"
0013795,"Misfalah Hajj Omrah Travels","Md. Fazle Elahi","License expired","12-Oct-2022",,"11-Oct-2025","Dhaka","DHAKA","MOHAMMADPUR"
0008041,"Makka Arafa Modina Group Travels and Tours","Abdullah Al Reza","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0008326,"Marina Travels and Tours","Rukay Bagum","License expired","15-Feb-2015","15-Apr-2018","14-Apr-2021","Dhaka","DHAKA","MOTIJHEEL"
0008320,"Locarno Tours and Travels","Mohammod Mahfujul Hasan","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0005428,"Amit Travel International","Daluwar Hossain","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0002739,"Alam Travels International","MD. Shah Alam","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0000770,"Appolo Tours & Travels Ltd.","Mohd. Atiqul Hoque","License expired","19-Jan-2018","19-Jan-2021","18-Jan-2024","Dhaka","DHAKA","MOTIJHEEL"
0002575,"M.K Aero Aviation (Pvt.) Limited","Motiur Rahman","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0000257,"G Five Travels & Tours","Md Shafikul islam khan","License expired","10-Dec-2018","10-Dec-2018","09-Dec-2021","Dhaka","DHAKA","MOTIJHEEL"
0001164,"Fuji Yama Travels Services","Mohammed Golam Sarwar","License expired","06-May-2018","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0004566,"Center Point Travels Limited","Alhaj Mohammad Abu Saleh","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0004598,"Ferdaus Air International","MD RUHUL FERDAUS MIAH","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0000293,"Fariel Tours and Travels Ltd.","Ether Fariel Hamid","License expired","16-May-2016","19-May-2022","18-May-2025","Dhaka","DHAKA","MOTIJHEEL"
0001036,"Diamond Travels Ltd","KABIR UDDIN AHMED","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0004588,"Fair Line Travels","Rousseau Chowdhury","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0004522,"Chowdhury Travels","MOTIUR RAHMAN","License expired","05-Dec-2017","05-Dec-2020","04-Dec-2023","Dhaka","DHAKA","MOTIJHEEL"
0004690,"Easy Tours & Travels","MD NURUL ISLAM","License expired","13-May-2018","13-May-2018","12-May-2021","Dhaka","DHAKA","MOTIJHEEL"
0005286,"Raida Travel & Tours Limited","Md. Rafiqul Islam Khan","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0008159,"ZM Air Ticketing & Tourism Ltd.","SK Munir","License expired","21-Dec-2015","21-Dec-2018","20-Dec-2021","Dhaka","DHAKA","MOTIJHEEL"
0001255,"Siam Aviation","MOHAMMAD HELAL","License expired","22-Jun-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0001241,"Star Tours and Travels Ltd.","Golam Kibria","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0000337,"Dolly Travels International","Mohammed Nasir Uddin","License expired","22-Jan-2017","22-Jan-2020","21-Jan-2023","Dhaka","DHAKA","MOTIJHEEL"
0001464,"Sami Air Travels","Md. Mortuza","License expired","16-Feb-2015","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0000390,"Foreign Bangla Air International","MD. SALAUDDIN SAJIB","License expired","10-Aug-2017","10-Aug-2020","09-Aug-2023","Dhaka","DHAKA","MOTIJHEEL"
0002922,"Shanjida Air Travels and Tours","Abu Sayeed","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0001811,"Spark International","MOHAMMAD ABDUR RAHIM","License expired","27-Nov-2017","27-Nov-2020","26-Nov-2023","Dhaka","DHAKA","MOTIJHEEL"
0000030,"Sadiqu Asar Travels and Tours","Mohammad Khaled Khan","License expired","02-Oct-2017","20-Oct-2020","19-Oct-2023","Dhaka","DHAKA","MOTIJHEEL"
0001486,"Sky- Route Business Associate","Shahidul Hoque Chowdhury Rana","License expired","25-Mar-2015","25-Mar-2021","24-Mar-2024","Dhaka","DHAKA","MOTIJHEEL"
0002066,"Musafir Overseas Ltd.","MD.NURUL ISLAM","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0001264,"Seven Four Seven Travels(Pvt.) Ltd","Anna Luis Asha","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0002958,"Swan Travels Ltd.","Mojibur Rahman","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0003591,"Karabi Trade International"," Mofizur Rahman","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0006802,"Insaaf Air Travel and Tours","Monir Hosen","License expired","28-Sep-2017","28-Sep-2020","27-Sep-2023","Dhaka","DHAKA","MOTIJHEEL"
0002643,"Majestic Travel International","Zakir Hossain","License expired","22-Aug-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0006902,"Tabassum Air Travels and Tours","Md. Tofazzal Hossain","License expired","21-Sep-2016","21-Sep-2022","20-Sep-2025","Dhaka","DHAKA","MOTIJHEEL"
0006914,"T & T Associates","Md. Shamsuzzaman","License expired","25-May-2017","25-May-2020","24-May-2023","Dhaka","DHAKA","MOTIJHEEL"
0006407,"Paradise Tours and Travels","Hamidul Haque","License expired","01-Sep-2016","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0000415,"Hannah Travels and Tours","Md Golam Mustafa","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0009102,"H.A.K. Overseas","Md Abul Kalam Bhuiyan","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0007728,"Capitol Air International","Md. Sydur Rahman","License expired","11-Feb-2018","11-Feb-2018","10-Feb-2021","Dhaka","DHAKA","MOTIJHEEL"
0000626,"International Travel Services (ITS)","KHONDOKER MOHAMMAD ZIA","License expired","09-Jul-2018","09-Jul-2018","08-Jul-2021","Dhaka","DHAKA","MOTIJHEEL"
0012186,"Uniglobal Travel Services Limited","Hossain Ahmed Mazumder","License expired","23-Sep-2018","23-Sep-2021","22-Sep-2024","Dhaka","DHAKA","MOTIJHEEL"
0003658,"Khidmah Tours & Travels","Md. Khademul Islam","License expired","04-Nov-2015","04-Nov-2018","03-Nov-2021","Dhaka","DHAKA","MOTIJHEEL"
0007065,"Al Mahmud Air Bangladesh Limited","Mohammad Abul Hossain Howlader","License expired","28-Feb-2018","28-Feb-2021","27-Feb-2024","Dhaka","DHAKA","MOTIJHEEL"
0012453,"MS. LOVA OVERSEAS","MD. ABDUL KARIM","License expired","04-Nov-2019","04-Nov-2022","03-Nov-2025","Dhaka","DHAKA","MOTIJHEEL"
0007733,"Faijan Aviation","Fyjur Rahman","License expired","01-Jan-2017","04-Mar-2021","03-Mar-2024","Dhaka","DHAKA","MOTIJHEEL"
0002017,"Orion Tours and Travels","Sheikh Nasim Ahmed","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0007060,"Al-Amin International","Md, Ruhul Amin","License expired","31-Jan-2018","31-Jan-2021","30-Jan-2024","Dhaka","DHAKA","MOTIJHEEL"
0007045,"Al Tamam Tours and Travels","Md Shafiqul Islam","License expired","11-Dec-2017","11-Dec-2020","10-Dec-2023","Dhaka","DHAKA","MOTIJHEEL"
0012646,"Tasnuva. International Limited","Minhaj Hossain","License expired","04-Apr-2020",,"03-Apr-2023","Dhaka","DHAKA","MOTIJHEEL"
0003588,"Justify Trading Corporation","Akramul Hoque Salim","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0003543,"Jui Travel & Tours","Md. Jahangir Hossain","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0001656,"Sheuli Travels & Tours","Md. Anowar Hossen Bhuiya","License expired","01-Jan-2017","25-Oct-2022","24-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0005097,"Bareka  Bangladesh International","Abdul Karim","License expired","30-Oct-2017","30-Oct-2020","29-Oct-2023","Dhaka","DHAKA","MOTIJHEEL"
0002941,"Sharnali Travels International","S M Kamal Hossen","License expired","01-Jan-2017","01-Jan-2020","31-Dec-2022","Dhaka","DHAKA","MOTIJHEEL"
0006648,"ParkWay Tours And Travels","Anisur Rahman","License expired","14-Feb-2017","14-Feb-2020","13-Feb-2023","Dhaka","DHAKA","MOTIJHEEL"
0013447,"Alvi Travel International","Md. Motiar Rahman","License expired","12-Apr-2022",,"11-Apr-2025","Dhaka","DHAKA","MOTIJHEEL"
0013018,"F & F Tourism","Nurul Huda Yamin","License expired","27-Apr-2021",,"26-Apr-2024","Dhaka","DHAKA","MOTIJHEEL"
0012982,"Universal Holidays","Roksana Zaman","License expired","18-Mar-2021",,"17-Mar-2024","Dhaka","DHAKA","MOTIJHEEL"
0013079,"Cloud Nine Travels","Abu Mohammad Eashaq Azadi","License expired","29-Jun-2021",,"28-Jun-2024","Dhaka","DHAKA","MOTIJHEEL"
